conversation_id,brand,customer_message,agent_response,full_context,timestamp
Tesco_881349,Tesco,Such a great day out at and even better that I had clubcard vouchers to pay for it! 🐒🐠🦁,Fab pics Suzy...looks like you all had a fantastic day! Great use of the vouchers 🙌 Any more adventures planned? #ClubcardStories,Such a great day out at and even better that I had clubcard vouchers to pay for it! 🐒🐠🦁,Fri Oct 13 16:57:19 +0000 2017
Tesco_1148531,Tesco,Eww just delievered these mouldy bananas! Ripen at home in 2-5 days think it's past that 🤢😷,"Hi there, I'm sorry to learn you've received mouldy bananas, I can appreciate how disappointing this must be. 1/2",Eww just delievered these mouldy bananas! Ripen at home in 2-5 days think it's past that 🤢😷,Sat Oct 14 23:15:16 +0000 2017
Tesco_991282,Tesco,"I visited the Weston Super Mare branch this morning & I’ve only just realised I didn’t validate my parking, what do I do?","Hi Teresa, I'm sorry that you forgot to validate your parking. 1/2","I visited the Weston Super Mare branch this morning & I’ve only just realised I didn’t validate my parking, what do I do?",Sun Oct 22 13:25:01 +0000 2017
Tesco_1120514,Tesco,In relation to my last tweet. Just been in store to see all items on the shelves. How come I can not pick up my son't bday present?,"Can you please DM your order number, full name and full address? We'll look into it and try to get something sorted! Thanks - David 2/2",In relation to my last tweet. Just been in store to see all items on the shelves. How come I can not pick up my son't bday present?,Mon Oct 23 21:30:11 +0000 2017
Tesco_2005383,Tesco,bought a lovely gluten free pack of rolls to find my burger has been ruined by the mould dispersed across the bottom of said bun,We'll then be able to record this data to ensure that our suppliers are aware. We can also offer you a Tesco Moneycard. 3/4,bought a lovely gluten free pack of rolls to find my burger has been ruined by the mould dispersed across the bottom of said bun,Wed Oct 18 20:40:12 +0000 2017
Tesco_1611416,Tesco,"I bought these yesterday in Tesco express, hackney downs and just realised they're out of date! Not happy at all!","Hi Natasha, thanks for getting in touch. I'm really sorry your mince pies were out of date! 1/3","I bought these yesterday in Tesco express, hackney downs and just realised they're out of date! Not happy at all!",Sun Nov 05 11:52:00 +0000 2017
Tesco_2505649,Tesco,What is going on with your small halogen candle bulbs? I've just had what I think is the 8th one go within a day of putting it in a lamp? It's becoming an expensive habit,My colleagues will be able to look into this further for you. TY - Jayne 2/2,What is going on with your small halogen candle bulbs? I've just had what I think is the 8th one go within a day of putting it in a lamp? It's becoming an expensive habit,Wed Nov 15 21:27:40 +0000 2017
Tesco_1978905,Tesco,the pumpkin carving kit wasn’t quite fit for purpose. Might have been ok for a ripened pear.,"Hi Tracy, I'm sorry to see that your pumpkin kit hasn't been all that good. I would like to log your feedback. 1/2",the pumpkin carving kit wasn’t quite fit for purpose. Might have been ok for a ripened pear.,Tue Oct 31 19:51:05 +0000 2017
Tesco_2943837,Tesco,"Yes, the lovely member of staff was royston, if only every one was as nice as she was","Hi Ryan, thanks for replying. I have contacted the store and asked for your comments to be passed on. I'm sure they will be delighted to hear your kind words! Enjoy the rest of your evening. TY - Struan","Who said someone else was turning up Ryan, those hot deli staff are supposed to work from 6:30am to 7pm. Think we’ve got a slacker.
Wow you expect 12 and a half hours out of staff that's ludicrous, the member of staff I spoke to said 6-2 and her colleague appeared when I was walking away and questioned why she was still there
Hi Ryan, I can certainly pass on your feedback. Can you let me know which store you have visited? TY - Joanne
Yes, the lovely member of staff was royston, if only every one was as nice as she was",Wed Nov 29 17:02:23 +0000 2017
Tesco_118940,Tesco,Every Little Helps???....How about providing carrier bags that don't cost 55p..... Ridiculous you have none of the normal priced ones....,"Hi Carl, I'm sorry to hear this and for the subsequent inconvenience caused. Can you DM me the name of the store and the time you were in so I can check with the store regarding this issue? Thanks - Jazzie",Every Little Helps???....How about providing carrier bags that don't cost 55p..... Ridiculous you have none of the normal priced ones....,Thu Nov 23 22:23:38 +0000 2017
Tesco_1606417,Tesco,Woolwich Express this time,"I'm sorry to see the freezers still have not been fixed, can you advise if you have spoken to my colleagues in store? TY - Jayne","this seems to be the case every week in Woolwich extra, whole section of the freezer empty!
Woolwich Express this time",Sun Nov 05 02:24:10 +0000 2017
Tesco_1148552,Tesco,thank you for the giant bran flake I found at the bottom of my cereal box. It was delicious haha! 😂,"Hi Daniel, at this point it's less of a flake and more of a chunk now! I'm glad you enjoyed it :). - Peter",thank you for the giant bran flake I found at the bottom of my cereal box. It was delicious haha! 😂,Sun Oct 15 17:04:49 +0000 2017
Tesco_2394874,Tesco,"Absolutely love the Add well done guys, we can change the world into the place we won't to live in",Glad you like the advert Simon! 😊 What food makes Christmas for you?,"Too early to start talking about Christmas? Surely not! However you do Christmas, we’ve got a turkey for you. #EveryonesWelcome
Absolutely love the Add well done guys, we can change the world into the place we won't to live in",Tue Nov 14 11:48:11 +0000 2017
Tesco_2107749,Tesco,can someone please explain why it is taking so long to make a payment which you have told me is due to me on the 27th October re payment review,"Hi Claire, thanks for getting in touch. I'm really sorry as we don't have any previous messages from you about this issue, would you mind sending us a DM explaining the situation? TY - Robyn",can someone please explain why it is taking so long to make a payment which you have told me is due to me on the 27th October re payment review,Sun Nov 26 12:45:59 +0000 2017
Tesco_125397,Tesco,"22 Nov late evening, guilty staff female. People nearby clearly see man forced to use the till that he didn't want to, something with the height of it, disabled some way, legs/back/arms? They wouldn't make it hard for blacks, women etc, do so for disabled must surely be illegal?","Hi there, sadly my colleagues have finished for the evening. I'll ask one of my colleagues to chase this up with the stores Management Team when the store opens later today. TY - Paul","Hi there, could you please DM me the details that my colleague requested? Once I have those details I'll be able to look in to this for you. TY - Paul
I saw it happen at Sheldon store on the night I mentioned it. Plz keep my name out of it, I don't want to be banned for being a concerned citizen. I don't see how concentrating on one store will help any other victims across the UK though, it needs a companywide disabilty policy
Hi there, can you elaborate more here please? I would like to pass on your feedback to the store but unfortunately I would need more to go on. What did you see? times, dates, any descriptions or names of colleagues involved. 1/2
22 Nov late evening, guilty staff female. People nearby clearly see man forced to use the till that he didn't want to, something with the height of it, disabled some way, legs/back/arms? They wouldn't make it hard for blacks, women etc, do so for disabled must surely be illegal?",Fri Nov 24 02:34:44 +0000 2017
Tesco_166577,Tesco,Thank you for the help,"Hi Neil, that's no problem at all! If there's anything else we can help you with, please let us know. Thanks - Josh","Hi Neil, enjoy the match. :) TY - Paul
Also is there a cash point there?
Hi Neil, they do indeed! Regards - Martin
Thank you for the help",Fri Nov 24 22:32:52 +0000 2017
Tesco_458089,Tesco,"spent 20 mins waiting in a queue on tescodirect call finally answered and was cut off, not impressed","Oh no, I am sorry to hear that. Is there anything I can help you with at all? - Ceri","spent 20 mins waiting in a queue on tescodirect call finally answered and was cut off, not impressed",Fri Dec 01 00:47:14 +0000 2017
Tesco_138311,Tesco,So what you are saying is have you two huge stores in Greenock and Port Glasgow with loyal customers since the 1970s who should pay more for fuel than a tesco 16 miles away that happens to be near an Asda. Am I missing something?,"As is the case with most petrol retailers, including BP, Shell, Esso and other groups, Our prices sometimes vary between our petrol stations, which can be driven by local competition, demand and supply, operational and delivery costs. 2/4","Hi. I would like to assure you that we are committed to giving you a great value offer on fuel in all of our filling stations. 1/3
Then why is fuel at tesco Linwood 16 miles from Greenock continually cheeper ?
Our clear goal for our customers is to be competitive on petrol and diesel in the local catchment area for each store, so Tesco does not operate with one national price. Charlotte
So what you are saying is have you two huge stores in Greenock and Port Glasgow with loyal customers since the 1970s who should pay more for fuel than a tesco 16 miles away that happens to be near an Asda. Am I missing something?",Fri Nov 24 11:41:25 +0000 2017
Tesco_968500,Tesco,Really upset that my favourite pasta dish had no fork! No where I can get one near by either :'(,"Hi Alyssa, I'm sorry your fork was missing from you pasta. I'd like to get this logged & fed back to our suppliers as well as refund you.1/3",Really upset that my favourite pasta dish had no fork! No where I can get one near by either :'(,Wed Oct 11 16:48:07 +0000 2017
Tesco_2885374,Tesco,Any help with this? Thanks!,"Hi Toby, I'm sorry you never received your delivery document with your groceries order and there are issues with the order. Can I please ask for your to DM me your full name, address (including postcode) and email address. TY - Chris","help please? My online order arrived with no delivery note, items missing and a really daft swap that I've only spotted now the driver has left! Looking online it's cost more still some how too :(
Any help with this? Thanks!",Tue Nov 28 11:46:10 +0000 2017
Tesco_1211871,Tesco,pack of 6 was a pack of 5!! Get packaging/handlers sorted #pepsimax #tesco #5insteadof6,"Hi Melanie, I'm sorry to see your pack of 6 was missing a can of Pepsi. Can you DM us? Please include your full name and address. 1/4",pack of 6 was a pack of 5!! Get packaging/handlers sorted #pepsimax #tesco #5insteadof6,Wed Oct 25 12:23:31 +0000 2017
Tesco_61152,Tesco,bought this. Washed it after buying unused and its gone rusty! Didnt non stick!! Please explain,"Can you please DM me your full name, address, email, barcode, supplier code and also a clear copy of your receipt? 2/4",bought this. Washed it after buying unused and its gone rusty! Didnt non stick!! Please explain,Wed Nov 01 21:20:33 +0000 2017
Tesco_1243412,Tesco,Have you discontinued your Free From Southern Fried Potato Skins? 😞,"Hi Mary, sadly when I've check our system I'm unable to locate the potato skins. Could you please DM me your postcode? 1/2",Have you discontinued your Free From Southern Fried Potato Skins? 😞,Wed Oct 25 23:27:18 +0000 2017
Tesco_2122424,Tesco,I haven't been this disappointed with something since Shrek 2. The lack of ham in this sandwich is disappointing,I'll then be able to refund you. Can I also ask for your permission to pass on your details to our supplier please? 3/4,I haven't been this disappointed with something since Shrek 2. The lack of ham in this sandwich is disappointing,Wed Nov 08 15:34:28 +0000 2017
Tesco_1443478,Tesco,Thanks but I think I'll contact through the website because I have much more to say about potatoes,"OK Daisy, have a lovely day. Ty Andrew","Had these delivered earlier...look at that tiddler next to the big boy 🙁 Not what I expect from 'finest'!
Hi Daisy, these would be sold based on weight and not size, can you please DM your full name, address and email? I can log your feedback.
If I didn't care about the size I would have just got a bag of potatoes!? Your standard own brand are selected by size so why not Finest?
Thanks but I think I'll contact through the website because I have much more to say about potatoes",Thu Nov 02 13:09:12 +0000 2017
Tesco_2473866,Tesco,The refill is more expensive than the original jar! price per gram... Bit cheeky ?? #sneaky #Marketing #fail,"Hi James, I can confirm that these are the correct prices, however, the refill should be on promotion for £3.50. Can I ask if the photo was taken today? If yes, which store was this in? TY, Andrea",The refill is more expensive than the original jar! price per gram... Bit cheeky ?? #sneaky #Marketing #fail,Wed Nov 15 12:46:08 +0000 2017
Tesco_1979194,Tesco,"that looks BEAUTIFUL, if it were dairy free it would be perfect 💔",Maybe the dairy ingredients can be substituted with some of our Free From products? 😇,"mum bought me some tesco ‘free from’ carbonara sauce but i don’t think she knew that the ‘free from’ part doesn’t exclude the meat
Oops! 🙊 We have this recipe if you'd like to try it Lili 😇 #EveryLittleHelps
that looks BEAUTIFUL, if it were dairy free it would be perfect 💔",Tue Oct 31 20:12:32 +0000 2017
Tesco_540447,Tesco,2 gingerbread trees?😂where’s the other one?..,"Hey Jasmine, looks like one of our elves hasn't been paying attention! I'd like to ""yule log"" your complaint and offer a refund via Tesco Moneycard, this can be sent via email or post, can you let me know which is best? 1/2",2 gingerbread trees?😂where’s the other one?..,Sat Dec 02 15:00:03 +0000 2017
Tesco_1010654,Tesco,"I have invited supermarkets to this conversation, but not to just email out of sight and get a standard reply saying “doing our best”",My colleague has asked you to DM your details due to data protection. Ty - James,"Since 2007 we've reduced packaging by 37% on loose and packaged food. I hope this helps. TY - Reece 3/3
It’s a start. But all supermarkets must take share of responsibility for photos like this one.
Hi there, we'll be happy to log your feedback if you could please DM your full name, email address & local Tesco. TY - George
I have invited supermarkets to this conversation, but not to just email out of sight and get a standard reply saying “doing our best”",Sun Oct 15 03:54:25 +0000 2017
Tesco_2673986,Tesco,Eric’s 1st Halloween outfit is a fail! Went to undo it and the security tag from is still on it 🤦‍♀️ #fail,"As it's Halloween today, the fastest way to get this removed would be to return to your local Tesco with a clothing dept. 2/4",Eric’s 1st Halloween outfit is a fail! Went to undo it and the security tag from is still on it 🤦‍♀️ #fail,Tue Oct 31 12:16:56 +0000 2017
Tesco_1924447,Tesco,where's me croutons?!,"Could you send your name, address, email address, barcode, and use by date, store purchased in, supplier code & price paid? 3/4",where's me croutons?!,Fri Oct 27 12:58:44 +0000 2017
Tesco_1335402,Tesco,Thanks for the little friend we found in the raspberries.. was actually IN the raspberry! 2nd time it’s happened 😷,"Can I also ask for your name, address and email so I can log it my end? Regards - Stacey. 2/2",Thanks for the little friend we found in the raspberries.. was actually IN the raspberry! 2nd time it’s happened 😷,Fri Oct 27 14:03:42 +0000 2017
Tesco_2592590,Tesco,"I’ve tried online, Instore and Tesco direct none of them have or had any at the price advertised","However, you will see that the price on our actual website is £229.99 : If you need anything else, please let us know. Thanks - Luciano 2/2","might be helpful if you informed the shop of the price that you are advertising this at...£229 in store 😡 #false-advertising at its best
Hi Nick, thanks for contacting us, Tesco Direct and online are separate parts of the business. 1/2
I’ve tried online, Instore and Tesco direct none of them have or had any at the price advertised",Fri Nov 17 13:04:28 +0000 2017
Tesco_972365,Tesco,Gutted that has stopped selling my favourite drink😫 #7UpCherry,"Morning Helen :) I'm really sorry for the disappointment, your feedback really is beneficial for us to receive though! - Mat",Gutted that has stopped selling my favourite drink😫 #7UpCherry,Sun Oct 22 08:44:23 +0000 2017
Tesco_91708,Tesco,"Hi, does your Tesco Extra Eastville (Bristol) offer plastic bag/wrapper recycling? Thanks.","Hi Joel, I've just spoken with Store Management and they confirmed that they have recycling available for plastic bags in store next to the checkouts but nothing specifically for other plastic materials. 1/2","Hi, does your Tesco Extra Eastville (Bristol) offer plastic bag/wrapper recycling? Thanks.",Thu Nov 30 15:19:42 +0000 2017
Tesco_1820365,Tesco,hi. Do you have any idea when the Lisnagelvin store in Derry will reopen in light of Ophelia? Thanks.,"Hi Johnny, all stores in Ireland and Northern Ireland are closed from 5pm today. We have no available re-open times as of yet. - Paige",hi. Do you have any idea when the Lisnagelvin store in Derry will reopen in light of Ophelia? Thanks.,Mon Oct 16 16:24:12 +0000 2017
Tesco_1334495,Tesco,Thanks Rocsi,We don't carry or commission such tests on our own-brand products or the ingredients they contain. I hope this is helpful? Thanks Calum 3/3,"your Ambience laundry gel doesn't say against animal testing & no rabbit logo does this mean it has been tested on animals?
Hi Nicole, I'll just look into this for you. I'll try not to keep you waiting. - Rocsi
Thanks Rocsi",Sun Oct 29 14:10:20 +0000 2017
Tesco_2574280,Tesco,last time I checked spinach doesn’t look like it just fell off a tree? 🤔 #theresaleafinmyspinach,I will address your issue with our suppliers and provide you with a refund for your purchase. Thanks - Matthew 4/4,last time I checked spinach doesn’t look like it just fell off a tree? 🤔 #theresaleafinmyspinach,Thu Nov 16 20:25:45 +0000 2017
Tesco_2220637,Tesco,"Hi, I have DM'ed you","Hi Tom, I'm currently looking into this. Thank you for your patience in the mean time. Kind Regards - Brooke","Hi Tom, are you able to let me know the difference between the Asda and the Sainsbury fillets is. Also your details please your full name, your full address, email, barcode on packaging where possible. TY - Paul
Hi, per 100g the asda chicken thigh fillets has 27g protein, sainsburys has 26.2g, but tesco ones only have 18.3g, i normally do my shop in tesco but have to buy chicken thighs elsewhere, my email is __email__, i can email my details, rather not post online
Hi Tom, that's quite alright. I'm really sorry we didn't ask for your details privately! Would you like to continue this in DM? Also could you link us to the right product so we can look into it? TY - Robyn
Hi, I have DM'ed you",Fri Nov 10 16:38:00 +0000 2017
Tesco_1947623,Tesco,just checking my receipt and I've been overcharged for 4 things I'm not going back into store so how can I get this refunded?,"Hi, really sorry you were overcharged. Can I ask you to send us a picture of your receipt and what items you were overcharged on? 1/2",just checking my receipt and I've been overcharged for 4 things I'm not going back into store so how can I get this refunded?,Mon Oct 30 13:47:20 +0000 2017
Tesco_2748562,Tesco,"this came with my online shop today, what should I do? x","Hi Helen, thanks for getting in touch, I'm sorry to see that the Little Dish you purchased was damaged. Please can you DM the full name, address & email address registered to your account? I'll log this issue & refund you. TY- Hannah.","this came with my online shop today, what should I do? x",Mon Nov 20 23:21:44 +0000 2017
Tesco_1172307,Tesco,"great fish pie for our dinner tonight. Just one suggestion , just some fish in it would have made all the difference","I would require your full name, address, barcode, SC code, expiry date and also a copy of your receipt. 3/4","great fish pie for our dinner tonight. Just one suggestion , just some fish in it would have made all the difference",Tue Oct 24 19:49:14 +0000 2017
Tesco_1612305,Tesco,I've got an assymetrical breakfast. I just am unable to handle this. *Weeps* #FirstWorldProblems,Also your permission to pass your details on to the supplier? Kind Regards - Stacey. 3/3,"Looks like Tesco are trialling a 15% off deal.
But I paid full price. :/ I could blame Brexit price increases for this; pay full price, get less for your money. Worst morning of my life
You clearly paid for a 680g box. If you didn't want eleven and 17/20th waffles, you should have splashed out on a 688.6g box.
I've got an assymetrical breakfast. I just am unable to handle this. *Weeps* #FirstWorldProblems",Sun Nov 05 12:15:56 +0000 2017
Tesco_1143666,Tesco,someone needs to answer my DMs cause I'm getting pissed off🙂,"Hi again, we are replying to your DM's. Please bear with us whilst we work through everyone's queries. - Chloe",someone needs to answer my DMs cause I'm getting pissed off🙂,Tue Oct 24 13:09:39 +0000 2017
Tesco_508882,Tesco,"Not sure why a chap, for the second time in the space of two weeks, has cleared Southbourne of a basket full of beer and steaks. Just swiped and waltzed out! Not a blink of an eye from the staff 😑 plus I wanted a bloody steak ffs!!","Hi Ryan, can I ask you to DM me and elaborate on exactly what happened and when as I would like to investigate this! 1/2","Not sure why a chap, for the second time in the space of two weeks, has cleared Southbourne of a basket full of beer and steaks. Just swiped and waltzed out! Not a blink of an eye from the staff 😑 plus I wanted a bloody steak ffs!!",Fri Dec 01 22:19:50 +0000 2017
Tesco_2978448,Tesco,please sort out your dreadful online groceries website. It's so bad it took me 3 days to checkout. Very unsatisfied loyal customer.,"Hi Charlie, I am sorry you're having issues with our website and I can appreciate this must be very frustrating for you. Can you please send your full name, address and email? I can log your feedback with our Website Team. TY - Chris",please sort out your dreadful online groceries website. It's so bad it took me 3 days to checkout. Very unsatisfied loyal customer.,Thu Nov 30 03:31:48 +0000 2017
Tesco_1357439,Tesco,"is Risk (board game, either version) coming back into stock at all?","I'm very sorry, we do not have an estimated back in stock date for either item. 2/3","is Risk (board game, either version) coming back into stock at all?",Fri Oct 27 19:36:17 +0000 2017
Tesco_2554356,Tesco,"I want to order a bulk load of your Countdown to Christmas advent calendars, can you confirm if this is possible? I need c.450","Hello Natalie; due to the amount you require please speak with my colleagues at the Customer Service Desk, they can look into ordering stock in for you :) - Mat","I want to order a bulk load of your Countdown to Christmas advent calendars, can you confirm if this is possible? I need c.450",Thu Nov 16 15:14:26 +0000 2017
Tesco_2269461,Tesco,There was even a large penis drawn into one of the tellys due to dust! It looked like a ghost store. Is Tesco about to close it’s doors?,"I would also like to log this complaint in from my end. To do so could you please DM me your full name, address and the time you had visited the store at? Thanks, Calum 2/2","I visited your Blue Boar Lane store in Norwich yesterday and I was disgusted with how unclean and how messy the shelves were!
There was a distinct lack of staff on shop floor. There wasn’t a sense of unity and whomever is Store Manager, couldn’t care less it seems.
There was even a large penis drawn into one of the tellys due to dust! It looked like a ghost store. Is Tesco about to close it’s doors?",Sat Nov 11 09:47:15 +0000 2017
Tesco_2033712,Tesco,If I pre-order the xbox one X with yourselves when does the money get taken?,"Hey Liam, we are currently out of stock of the new Xbox but need full payment when the order is placed. Thanks - Sean",If I pre-order the xbox one X with yourselves when does the money get taken?,Wed Oct 18 22:07:15 +0000 2017
Tesco_523619,Tesco,should there be 4?,"Hi Naomi, I can confirm there is only 3 watermelon fingers included in the packet. Is there anything else I can help you with? :) Thanks, Calum",should there be 4?,Wed Nov 22 12:01:51 +0000 2017
Tesco_2717110,Tesco,My first Thanksgiving without the Ramsey’s and doesn’t deliver my turkey! Where can I get one big enough for the 20 people I’m hosting on short notice?! #thanksgivingemergency #myparentswouldknowwhattodo 😭,"Hi Tanya, I'm really sorry you didn't receive the Turkey you requested in the order and for any disappointment or inconvenience caused. I understand how frustrating that must be, especially as you were counting on this for Thanksgiving. 1/2",My first Thanksgiving without the Ramsey’s and doesn’t deliver my turkey! Where can I get one big enough for the 20 people I’m hosting on short notice?! #thanksgivingemergency #myparentswouldknowwhattodo 😭,Mon Nov 20 06:51:47 +0000 2017
Tesco_1217719,Tesco,"So you let me use the Scan & Shop blippy thing to do a full shop before 9am, but wont open the scan & shop unmanned tills dont open till 9am... Yet the unmanned Self Scan is open. Seriously, what is the point in that?! #TescoLogic #introvertproblems","So sorry for any inconvenience caused, the facilities in store do have different operating hours which are advertised in store. TY-Leighton","So you let me use the Scan & Shop blippy thing to do a full shop before 9am, but wont open the scan & shop unmanned tills dont open till 9am... Yet the unmanned Self Scan is open. Seriously, what is the point in that?! #TescoLogic #introvertproblems",Wed Oct 25 10:11:09 +0000 2017
Tesco_1554428,Tesco,Cheers Hannah 👍,"You're welcome. Have a nice day, Leah.","hi are your pringles still half price please ?
Hi there, thank you for getting in touch, yes our Pringles are on offer until the 3rd January :) kindest regards- Hannah.
Cheers Hannah 👍",Sun Nov 26 09:45:13 +0000 2017
Tesco_1180693,Tesco,hi do you know if you have any girls 12-18 months swimsuit in Wellingborough store? Thanks,"Hi Chlo, thanks for getting in touch :) I was unable to find any swimsuits in the store, however we do sell a few online. 1/2",hi do you know if you have any girls 12-18 months swimsuit in Wellingborough store? Thanks,Tue Oct 24 22:13:58 +0000 2017
Tesco_225431,Tesco,"Hi - trying to order something on tescodirect website. Seems to be stuck with a spinning circle where the ""add to basket"" should be. How long are black friday offers on for? Just wondering if I can order tomorrow instead?","Hi Rachel, I have replied to your DM. - Ceri","Hi - trying to order something on tescodirect website. Seems to be stuck with a spinning circle where the ""add to basket"" should be. How long are black friday offers on for? Just wondering if I can order tomorrow instead?",Sat Nov 25 01:26:29 +0000 2017
Tesco_278513,Tesco,flour from Tesco has infested my kitchen with mites...,"Hi Mark, I am sorry for the upset this has caused. We have responded to your Direct Messages - Allyn",flour from Tesco has infested my kitchen with mites...,Wed Nov 15 14:57:22 +0000 2017
Tesco_1255752,Tesco,I just needed to check whether I had left my purse behind,"Hi Emily, thanks for getting back to us. I've tried calling the store again but as there's a problem with the line, there is no answer. 1/2","Hi Emily, thank you for getting in touch. Can you confirm which store you're trying to ring please? - David
The express store in Bourne End, SL8 5SS
Hi Emily, I have spoken to the store. They have a fault on their land line, an engineer is on the way. Anything I can help with? Ian
I just needed to check whether I had left my purse behind",Thu Oct 26 10:34:19 +0000 2017
Tesco_1471080,Tesco,Is there anywhere I can add a delivery note as it is only a partial address and I don’t want to have to put in the whole shop again,"Hi Fay, you'll need to cancel the order but you won't need to add back all your items. 1/3","i've made an online order but the automated address 4my house isn't correct and I don't know how to change it b4 delivery can u help?
Hi Fay, I'm afraid we cannot amend an address on an order and it would have to be cancelled and re-ordered :( - Emma
Is there anywhere I can add a delivery note as it is only a partial address and I don’t want to have to put in the whole shop again",Tue Oct 17 12:37:13 +0000 2017
Tesco_2944989,Tesco,#Bicester why are all the parent trolleys parked on one side of the car park and the parent and child spaces on the other? It means I have to carry my 3 month old across the busy car park to get an appropriate trolley??,"I'd just like to double check a few things with you first before I speak with the store about this. Firstly, have you spoken with any members of the Store Management Team regarding this? If so, who, and when? 2/4",#Bicester why are all the parent trolleys parked on one side of the car park and the parent and child spaces on the other? It means I have to carry my 3 month old across the busy car park to get an appropriate trolley??,Wed Nov 29 15:06:56 +0000 2017
Tesco_1996828,Tesco,Plus not claimed in first year. Told I was discounted for no cover for first 14 days but still cheaper by being a new customer.. Wow 😨,"Hi Simon, I'm sorry to hear that your price has increased this year. Have you called us to make sure the details we hold are up to date? 1/2","Second year customer for pet insurance and goes up £50 but cheaper if I am a new customer by £64 Where is the loyal customer promise😨
Plus not claimed in first year. Told I was discounted for no cover for first 14 days but still cheaper by being a new customer.. Wow 😨",Fri Nov 03 16:41:05 +0000 2017
Tesco_2720634,Tesco,"grocery order 30mins late no updates, no one answering chat or cust service 😡","Hi there, thank you for getting in touch, I can see that my colleague Alex has replied to your DM and asked for further information. Kindest regards- Hannah.","grocery order 30mins late no updates, no one answering chat or cust service 😡",Sun Nov 26 23:09:41 +0000 2017
