conversation_id,brand,customer_message,agent_response,full_context,timestamp
Tesco_76269,Tesco,"Every Little Helps by selling short multiple times, 3 Boxes all with tiny pieces. Look at the size of the p;iece on the box?","Hi there, I'm sorry about this. Is your issue regarding the size of the Chicken Breasts Portions only or have you also bought packets that have had less Breast Portions than the number stated on the pack too? 1/3","Every Little Helps by selling short multiple times, 3 Boxes all with tiny pieces. Look at the size of the p;iece on the box?",Mon Nov 27 11:40:39 +0000 2017
Tesco_131840,Tesco,going around in circles with the poor customer service you provide online and in store😡,"Hi Louise, I'm so so sorry to hear this, my colleagues have offered to check availability in your local stores through DM. I'm sorry for any inconvenience caused. Thanks - Mark",going around in circles with the poor customer service you provide online and in store😡,Wed Nov 22 17:34:12 +0000 2017
Tesco_1288333,Tesco,"bought a finest pesto today got it home and it had ran out of date yesterday, why was it still on your shelf?","I'll need your name, address, email, the bar code, the store you bought it from and the price. 2/3","bought a finest pesto today got it home and it had ran out of date yesterday, why was it still on your shelf?",Thu Oct 26 19:40:59 +0000 2017
Tesco_2685427,Tesco,"Can you tell me why you use pork casings on your Aberdeen Angus sausages? Disappointing, as i really want to buy them 😭😭😭","Hey Nadia, I'm so sorry about this. I can certainly query this for you, however, it can take up to 5 working days for an answer. 1/2","Can you tell me why you use pork casings on your Aberdeen Angus sausages? Disappointing, as i really want to buy them 😭😭😭",Tue Oct 31 17:04:04 +0000 2017
Tesco_2236812,Tesco,- this is the 2nd green Thai chicken soup I’ve had recently- with no chicken in it #profitmargins,"To do this could you DM me your name, address, email, the barcode and supplier code of the item, the store you purchased the item from and the price you paid? 2/3",- this is the 2nd green Thai chicken soup I’ve had recently- with no chicken in it #profitmargins,Fri Nov 10 15:22:44 +0000 2017
Tesco_2877452,Tesco,"Yes, I do!","Can you also confirm the date of purchase, the store where you bought cheese and the price paid? I will then feed this back to our Supplier and refund you for the poor quality. Can you DM with your full name, address and email? 2/3","tried some of your free from@ mature cheddar cheese and the taste and smell doesn’t seem right, it just tastes synthetic and off #help
I'm really sorry to hear this Laura. Do you still have the packaging for the cheese? Thanks - Lara.
Yes, I do!",Tue Nov 28 14:43:16 +0000 2017
Tesco_116704,Tesco,Have you guys stopped doing Alpro ice cream? Both your Hertford and Ware store don’t seem to have any Alpro ice cream 😩💔,"Hi Mary, I can see our Ware store no longer stocks this, I'm afraid. I can see we have some stock in the Hertford store. Are you looking for a particular flavour? Kind regards - Rhys",Have you guys stopped doing Alpro ice cream? Both your Hertford and Ware store don’t seem to have any Alpro ice cream 😩💔,Thu Nov 23 21:50:28 +0000 2017
Tesco_764525,Tesco,"You've just made my shopping experience longer, less pleasant, and much more stressful. Why did you think this was a good idea?","I'd like to log your feedback regarding the site, can you please DM your full name, address and email? Thanks - Emma 2/2","3. WAY slower.
4. Link to give feedback on new site doesn't work.
5. Browser gives warnings that site is trying to load scripts from unauthenticated sources.
You've just made my shopping experience longer, less pleasant, and much more stressful. Why did you think this was a good idea?",Wed Oct 11 21:39:35 +0000 2017
Tesco_2273625,Tesco,who do I contact to make a complaint?,"Hi Sam, please send us a DM. We'll do our very best to help - Laura",who do I contact to make a complaint?,Sat Nov 11 13:42:12 +0000 2017
Tesco_1896014,Tesco,Love the Perfectly Imperfect range from - working against food waste & tasting just as good as the perfect spec varieties! 👍🏼,"Hi Holly, it's nice to hear such positive feedback. I hope you'll enjoy the parsnips. TY, Andrea :)",Love the Perfectly Imperfect range from - working against food waste & tasting just as good as the perfect spec varieties! 👍🏼,Wed Oct 18 12:31:57 +0000 2017
Tesco_2389127,Tesco,"Just tried to buy a reduced item at that wouldn’t scan and the attendant told me that it wouldn’t scan and there was nothing he could do, no explanation and walked off. Thankfully an off duty member off staff came to my rescue 🤔","Hi Cat, apologies for the inconvenience caused here and I'm glad that the off duty colleague managed to resolve this for you! :) What store was this at, and could you DM a name description of my colleague? Thanks - Isaac","Just tried to buy a reduced item at that wouldn’t scan and the attendant told me that it wouldn’t scan and there was nothing he could do, no explanation and walked off. Thankfully an off duty member off staff came to my rescue 🤔",Tue Nov 14 08:33:44 +0000 2017
Tesco_554225,Tesco,And the short date on the order form was for something else.,"Hi Jo, I'm sorry for the misunderstanding. Can you please DM your full name, address and email? We'll get this looked in to and of course refunded. Many thanks - Emma","got these with my online delivery this morning. It's 2nd December today. 😷
Hi there, thank you for getting in touch, sorry to see that the sausages you had delivered are short dated. I'd like to log your feedback for review by Dotcom management and refund you for your purchase. 1/2
And the short date on the order form was for something else.",Sat Dec 02 23:03:52 +0000 2017
Tesco_1494178,Tesco,"All own-brands I've had previous taste like name brand. Not yours; they have a weird, cloying taste, sadly. & why do you require my details?","We take all these comments on board to try and better our service and provide good quality products, thanks - Beth 2/2","I'm no expert, but the own brand cream crackers are pretty rank.
Hi Sharman, oh how come? Can you DM me you name, address and email address and I can log your feedback? TY- Beth
All own-brands I've had previous taste like name brand. Not yours; they have a weird, cloying taste, sadly. & why do you require my details?",Fri Nov 03 14:00:32 +0000 2017
Tesco_1500084,Tesco,"Hi. It was the first aiders, male had light brown hair, about 5'7 & female bit taller, long light brown hair, supervisor. Didn't catch names","Hi Poppy, thank you for getting back to us with those details. I've now passed this on to the management team from in store. 1/3","Thank you to the staff at #Faversham for assisting me with the elderly chap who fell over outside store this morning. Very helpful 👍
If you could provide me with the name/description of my colleagues you're referring to? I will ensure this is passed on. TY - Isaac 2/2
Hi. It was the first aiders, male had light brown hair, about 5'7 & female bit taller, long light brown hair, supervisor. Didn't catch names",Fri Nov 03 15:03:11 +0000 2017
Tesco_1944842,Tesco,Bought some peppers from today with a use by date of 2nd November on and 2/3 of the papers have mould inside them!,"Hi Alex, I am really sorry to see that the peppers you purchased from one of our stores were mouldy. 1/4",Bought some peppers from today with a use by date of 2nd November on and 2/3 of the papers have mould inside them!,Mon Oct 30 07:07:53 +0000 2017
Tesco_850205,Tesco,Can you tell me where sacked up unsold bakery items from Walkden store goes ? Hope to good cause.,"Hi Ruthie, we donate surplus baked goods to charity and that which we cannot donate is made in to feed for livestock. 1/2",Can you tell me where sacked up unsold bakery items from Walkden store goes ? Hope to good cause.,Fri Oct 20 15:08:38 +0000 2017
Tesco_2234681,Tesco,hi do you stock the Samsung j3 2016 £115 in the Tesco Extra Hanley?,But due to our stocking system not being updated live they could have less in stock when you go. Thanks - Callum 2/2,hi do you stock the Samsung j3 2016 £115 in the Tesco Extra Hanley?,Thu Oct 19 16:33:06 +0000 2017
Tesco_1935459,Tesco,Hey & neither of your stores in Ayr have any wellies in stock for boys with size 1 or over feet typical hundreds for girls ☹,I have checked Tesco direct and they have lots in stock if you would like to order online? Would you like me to log this for you? 2/3,Hey & neither of your stores in Ayr have any wellies in stock for boys with size 1 or over feet typical hundreds for girls ☹,Sun Oct 29 09:22:45 +0000 2017
Tesco_2122426,Tesco,I haven't been this disappointed with something since Shrek 2. The lack of ham in this sandwich is disappointing,"Hi Chris, I'm so sorry about the lack of ham on your sandwich. I can understand your frustration as I'm a big fan as well. 1/4",I haven't been this disappointed with something since Shrek 2. The lack of ham in this sandwich is disappointing,Wed Nov 08 15:34:24 +0000 2017
Tesco_1578553,Tesco,"For the second time my milk has gone off before its due to, where are you getting your milk from",I'm sorry to hear the milk you purchased from us is off before the use by date James. I can understand how concerning this must be. 1/4,"For the second time my milk has gone off before its due to, where are you getting your milk from",Sat Nov 04 18:45:08 +0000 2017
Tesco_1062075,Tesco,I don't have the receipt as it was purchased 3 weeks ago and I paid cash so don't have statement of proof. It's clearly a Tesco product,"If you can provide them with information regarding the transaction, they will search the system to help locate it. Regards - Isaac 2/2","Extremely disappointed with your Fox & Ivy bedding. Opened it to find a huge tear!! Poor quality!! Not happy!
Could you please return the bedding to your local Extra/Metro/Superstore along with the receipt for a full refund or replacement? Paras 2/2
I don't have the receipt as it was purchased 3 weeks ago and I paid cash so don't have statement of proof. It's clearly a Tesco product",Fri Oct 13 09:23:30 +0000 2017
Tesco_781002,Tesco,That’s Andy. How will I know of the outcome?,"Hi Gemma, I'm afraid we won't contact you with the outcome as this will be confidential between my colleague and their Line Manager. - Nye","Hi Gemma, was the vehicle a Grocery Home shopping van or an articulate lorry? TY Andrew
Home delivery van
Thank you Gemma, I've identified the drivers depot and I've given the management team the details of your complaint to investigate. Ty Andy
That’s Andy. How will I know of the outcome?",Thu Oct 12 20:40:36 +0000 2017
Tesco_2323944,Tesco,He wouldn’t have known anything about handing uniform back if he hadn’t seen your policies online and made the effort to read them as the pulborough Team decided to ignore him and not advise on anything...,"Hi there, we are only able to advise on customer care. Our colleagues here on our protector line may be able to address this issues you have advised on: 0800 374 199 - Allyn","when a member of staff leaves, do they need to return their uniform?
Hi Harriet, can I ask that you contact the Manager of the store that you worked in please and he/she will be able to assistyou. TY-Paul
He wouldn’t have known anything about handing uniform back if he hadn’t seen your policies online and made the effort to read them as the pulborough Team decided to ignore him and not advise on anything...",Tue Nov 14 08:16:45 +0000 2017
Tesco_1068858,Tesco,Why do your Lorry drivers feel it's ok to park in the Caravan parking bays at Magor services??? #inconsiderate,Their email is __email__ and their number is 0800 225 533. TY- Charlotte 2/2,Why do your Lorry drivers feel it's ok to park in the Caravan parking bays at Magor services??? #inconsiderate,Fri Oct 13 12:01:44 +0000 2017
Tesco_2324004,Tesco,Oh no what am I going to eat!,"Hi Daniel, thanks for taking the time to get in touch with us today. I'm really sorry there was an issue with our fridges, it must have been really inconvenient for you. 1/2",Oh no what am I going to eat!,Mon Nov 13 12:43:14 +0000 2017
Tesco_2938723,Tesco,"your price is £14, It's £12. Why am I not getting £2.00 back under your brand guarentee?","Hi Dave, our Brand Guarantee is when a customer has a minimum of 10 items in the basket, one must be a branded product. If the branded product is cheaper in one of our competitor store, we will match their pricing. 1/2","your price is £14, It's £12. Why am I not getting £2.00 back under your brand guarentee?",Wed Nov 29 12:56:36 +0000 2017
Tesco_2103103,Tesco,"Blonde lady working at your self checkout tills at Old Kent Road deserves a pay rise, bright smile for everyone, friendly chatter and good at what she does. Just what you need on a damp Wednesday morning 😊","However we do not have a store on Old Kent Rd, do you mean New Kent Rd? Ty Andrew 2/2","Blonde lady working at your self checkout tills at Old Kent Road deserves a pay rise, bright smile for everyone, friendly chatter and good at what she does. Just what you need on a damp Wednesday morning 😊",Wed Nov 08 11:47:58 +0000 2017
Tesco_137214,Tesco,I have signed up but in the past that hasn’t worked for me. I really don’t want to disappoint my autistic son x,"Hi Helen, thanks for getting back to us. We don't have details of availability and as such we can only ask you to keep an eye on the site for the products return. - Phil.","Please hurry up and get the big L.O.L surprise back in stock my son wants one for Xmas and I don’t want to disappoint x
We'll do our best to get more in stock Helen. If you sign up for a stock alert on the site then we'll send you an email when they're back in. - Phil.
I have signed up but in the past that hasn’t worked for me. I really don’t want to disappoint my autistic son x",Tue Nov 21 22:10:54 +0000 2017
Tesco_2676576,Tesco,"Shh! I'm cheating, it's a Betty Crocker I bought from one of your shops. They are very good though!!",Let us know how you get on 😊,"Off to bake a cake for #GBBO It's become abit of a tradition (any excuse more like!)
Fantastic! What type of cake are you baking?
Shh! I'm cheating, it's a Betty Crocker I bought from one of your shops. They are very good though!!",Tue Oct 31 14:00:58 +0000 2017
Tesco_1295230,Tesco,How is milk cheaper than water?? It still baffles me. #BritishFarming #MilkCrisis 🐮,"We guarantee every Tesco farmer is paid fairly, every pint of Tesco milk is 100% British & every cow is cared for 2/3",How is milk cheaper than water?? It still baffles me. #BritishFarming #MilkCrisis 🐮,Fri Oct 27 20:49:10 +0000 2017
Tesco_2887737,Tesco,Whats happened to toastie in last few weeks. Cant find it anywhere?! clapham south where i first found it its gone!,"Hi Hannah, I'm afraid it's no longer stocked there :( However if the Brixton Superstore is any good for you, they'll have some delivered on Saturday. Thanks - Marian",Whats happened to toastie in last few weeks. Cant find it anywhere?! clapham south where i first found it its gone!,Tue Nov 28 13:21:02 +0000 2017
Tesco_2501142,Tesco,"Turns out it's not yet perfect, it was watery and ruined my lunch, take it back and hide it 😑 #unhappyvegan #yucky #eww #lunchtime","Hi Teresa, I'm sorry the Free From Mac and Cheese was such a disappointment, can you send me a few details by DM so I can log your feedback on our system? I can send you a refund too if you'd like me to. 1/2","Turns out it's not yet perfect, it was watery and ruined my lunch, take it back and hide it 😑 #unhappyvegan #yucky #eww #lunchtime",Wed Nov 15 19:15:42 +0000 2017
Tesco_1041599,Tesco,No one likes lumpy mash with their Sunday Roast ... not impressed with this design; broke on first use 🍽😕,"If you could pop back to store with your receipt, and the product. My colleagues will happily reimburse or exchange this for you. 2/3",No one likes lumpy mash with their Sunday Roast ... not impressed with this design; broke on first use 🍽😕,Mon Nov 06 06:12:28 +0000 2017
Tesco_993522,Tesco,I have a printer that I brought 1 year and 4 days ago that now chews up the paper. Is there anything I can do about it?,"So I can look into this, please can you DM me your home address, email address and the make and model of the printer? 2/3",I have a printer that I brought 1 year and 4 days ago that now chews up the paper. Is there anything I can do about it?,Sun Oct 22 15:47:24 +0000 2017
Tesco_1220114,Tesco,5th tank of petrol with a new clubcard that won't scan and no option to insert. Useless.,There's no time limit on when you take the receipts in so you can save them up until it's convenient. Hope this helps - Cameron 4/4,5th tank of petrol with a new clubcard that won't scan and no option to insert. Useless.,Wed Oct 25 14:51:37 +0000 2017
Tesco_1695276,Tesco,Really disappointed with Tesco service and its ability to value its customers. Sainsbury's here I come!,"Hi Sue, thanks for getting in touch. Can you DM us and let us know how we've let you down? - Phil.",Really disappointed with Tesco service and its ability to value its customers. Sainsbury's here I come!,Tue Oct 17 17:06:41 +0000 2017
Tesco_1842499,Tesco,"Can you advise, is this Company policy or solely an inept MGMT team at the branch?","Hi there, I have checked on this for you. It is due to the type of product it is. 1/2","Hi there, did you ask if a manager could do this for you? They may have been able to see if they could resolve this for you - Allyn
Shocking management if you're open 24 hours a day but only for basic things
I am very sorry about this, please could you advise what store you visited? - Allyn
Can you advise, is this Company policy or solely an inept MGMT team at the branch?",Wed Oct 18 07:38:41 +0000 2017
Tesco_803655,Tesco,Argyle Street !,"Hi Dougie, thanks for getting in contact about this issue, I will try to get this issue resolved as soon as possible. TY - Lee","Watch this video to learn about the impact that the council's commercial waste pilot has had on Glasgow city centre:
Fantastic! Maybe they could look at Finnieston Glasgow and others using pavements to store roll cages
Can you confirm the store please? I would like to phone to get an explanation why these are stored outside our door way. TY - Brooke 2/2
Argyle Street !",Thu Oct 12 15:00:31 +0000 2017
Tesco_789400,Tesco,No sorry not fixed in. I even tried in incognito mode etc :(,"Hi Russell, are you able to try a different device to access our site? Thanks - Mike","Is there a problem with the website as trying to access previous grocery order (as you removed shopping list feature) & it times out.
Hi Russell, I'm sorry to learn you're having trouble on our site, can you clear the cache & cookies on your device? This fixes most issues.
No sorry not fixed in. I even tried in incognito mode etc :(",Thu Oct 12 11:41:19 +0000 2017
Tesco_1838480,Tesco,where you hiding all the sesame seeds mate?,Hi Adam. I'm sorry you're unable to find sesame seeds. If you DM me your postcode I can check your local stores for this product. TY Alisha.,where you hiding all the sesame seeds mate?,Wed Oct 18 18:53:59 +0000 2017
Tesco_2185149,Tesco,But yet online your still selling the cd online for next day delivery to store. Which is misleading as this is blatantly not the case. Have now canceled my order and gone else where. Don’t sell something or keep selling something you can’t forfill.,I can then have a look and report the product to our support teams. I look forward to hearing from you. - Phil. 3/3,"very disappointed by direct. Ordered a cd on 31 Oct for pick up 1 Nov. Had no email to say it was in. Rang Friday to say would be dispatched and should be able to pick up sat. Rang again tues (7th) as still nothing. Told would be middle of the month. Cont in next post.
But yet online your still selling the cd online for next day delivery to store. Which is misleading as this is blatantly not the case. Have now canceled my order and gone else where. Don’t sell something or keep selling something you can’t forfill.",Thu Nov 09 16:41:13 +0000 2017
Tesco_608612,Tesco,"No, it is the one on Green Lanes.","I have passed your complaint to our Management Team, so this can be addressed. If there is anything else I can help you with, please don't hesitate to contact me back. TY - Jayne","This doesn't look too good so I can understand the frustration. Was there any product in particular you wanted? I can contact the store to find out what time they're usually put out. TY - Paige
Croissants 🥐 thanks.
Hi there, can you please confirm that it was the Harringay Express store at 8-9 Salisbury Promenade you were at this morning? As I would like to make sure I'm contacting the right store. TY - Rhuari
No, it is the one on Green Lanes.",Wed Nov 22 23:39:27 +0000 2017
Tesco_1408269,Tesco,"driver of BT13XSY needs to be taken off the rd. No indicators, doesn’t believe in road junctions and nearly wiped out a car.",I'd like to let the Home Shopping Manager know. Charlotte 2/2,"driver of BT13XSY needs to be taken off the rd. No indicators, doesn’t believe in road junctions and nearly wiped out a car.",Sat Oct 28 19:09:18 +0000 2017
Tesco_441414,Tesco,Disappointed with Edwards Pork sausage from Ebbw Vale. This is second pack in which a sausage contained a lump of bone. #offputting,"Also the price paid and date purchased. Finally, let us know we are okay to pass your details onto the supplier? Thanks - David 3/3",Disappointed with Edwards Pork sausage from Ebbw Vale. This is second pack in which a sausage contained a lump of bone. #offputting,Sat Nov 04 02:17:10 +0000 2017
Tesco_2559136,Tesco,"So I’m unwell, staying in bed all day... I need to know what people have for them comfort foods please?! I really want some chunky monkey Ben and jerries ice cream bits it’s stupidly overpriced!! Or Cadbury’s! #comfortfood #unwell #ill #help #recovering",How about a warming mug of hot chocolate Louise? It should help with the recovery ☕ #EveryLittleHelps,"So I’m unwell, staying in bed all day... I need to know what people have for them comfort foods please?! I really want some chunky monkey Ben and jerries ice cream bits it’s stupidly overpriced!! Or Cadbury’s! #comfortfood #unwell #ill #help #recovering",Thu Nov 16 16:57:21 +0000 2017
Tesco_2531084,Tesco,You are awesome. ...and a third the price of an Artisan bakery,"Hi there, oh thank you! You're making us blush :) Enjoy your cornbread! Thanks - Clare","If you could tell me your local store I can check if it's available in there? Thanks, Calum 2/2
Tottenham or Lea Valley
Hi, I've checked Lea Valley, Ponders End and Tottenham and they all have Tesco Corn Bread (£1.60) in stock. TY, Liz
You are awesome. ...and a third the price of an Artisan bakery",Mon Oct 30 16:00:47 +0000 2017
Tesco_1068669,Tesco,Yes and they said they did for a while and the it disappeared,Thanks Aron. The milk duds are showing as out of stock on our system. :( - Danny,"Hi Aron, I've spoke to the store and they have the prawn cocktail crisps on the shelves again. However no plans to stock milk duds again 1/2
I think they are pulling your leg, there is only 3 of the flavours still no prawn cocktail 😧😞
Hi Aron, did you ask my colleagues in store if they had any in stock? - Danny
Yes and they said they did for a while and the it disappeared",Sat Oct 14 23:11:00 +0000 2017
Tesco_2421131,Tesco,"I will thank you, David! Btw, why is Tesco own brand Fino Sherry rare as hens’ teeth? I thought it was just a Northern Ireland thing but it’s rare in London too :-{","Hi Rob, must be because it's so good! If you would like to send a DM with your postcode I'd be happy to check your nearest stores for you! TY - Struan","Bizarre. Turned up to for #Healthwise but turned away as there was an ‘event’ on: car parking suspended. Cheers. Now I’ll head to and buy a chicken and 🍷
Enjoy Rob! - David
I will thank you, David! Btw, why is Tesco own brand Fino Sherry rare as hens’ teeth? I thought it was just a Northern Ireland thing but it’s rare in London too :-{",Tue Nov 14 20:19:20 +0000 2017
Tesco_1704826,Tesco,no Edam cheese in Martlesham since Saturday! None on shelves or counter. Is it the apocalypse? #firstworldproblems,"Hi Anastasia, sorry to hear this! However we still have in stock in this store. 1/2",no Edam cheese in Martlesham since Saturday! None on shelves or counter. Is it the apocalypse? #firstworldproblems,Mon Nov 06 22:18:17 +0000 2017
Tesco_2171374,Tesco,Thanks Andy but I don’t think I’m going to get heard here.,"I would require your full name & full address and can you DM me, Ty, Andy 2/2","Hi Sasha; please be assured that we work hard with our suppliers to offer the best prices across our range. Thanks for your time - Mat :)
Thanks for taking my issue seriously 🙄🙄
Hi Sasha, if you require any further assistance, we will be happy to help, Kind regards, Andy
Thanks Andy but I don’t think I’m going to get heard here.",Thu Nov 09 16:53:43 +0000 2017
Tesco_2734893,Tesco,Have DM ........,"Hi there, I have replied to your DM but it's caught up in our system. You should receive it soon I hope. Thanks - Dafydd","after completing my weekly shop I was amazed that on arriving at the till the rude till operator stated the following “ no bags in store , should of brought your own “ busy people don’t necessarily come straight from Home , no help offered of alternative . #rude #poor
I'd like to log your complaint on our system in addition to notifying the store, can you DM me your name, address and email so I can do so? Thanks - Dafydd 2/2
Have DM ........",Mon Nov 20 22:12:26 +0000 2017
Tesco_1816520,Tesco,"Disappointed to get a bad pack of free from cookies, usually they're excellent. This pack is really chewy and not how they should be!","Hi Wayne, I'm sorry to see this, can you DM some details so I can issue you with a Moneycard? I will need your full name and address. 1/2","Disappointed to get a bad pack of free from cookies, usually they're excellent. This pack is really chewy and not how they should be!",Mon Oct 16 07:46:14 +0000 2017
Tesco_1848900,Tesco,Hi we spoke to a lovely gentleman on the phone and it turns out it was a 9p off voucher causing the problems thank you for replying,I'm glad that's been sorted Gail. Please let me know if you need help with anything else :) - Nye,"having problems completing my online grocery order. Keeps coming up with this.....
Firstly can you please try clearing the cache and cookies on your device to see if this helps? Please let me know how you get on - Nye 3/3
Hi we spoke to a lovely gentleman on the phone and it turns out it was a 9p off voucher causing the problems thank you for replying",Wed Oct 18 20:31:09 +0000 2017
Tesco_2162729,Tesco,what happened to the Peppermint White Chocolate drizzled popcorn?? They were mouthgasmic.,Can you also DM with your postcode and I can check the stores in your area? Thanks - Alison,what happened to the Peppermint White Chocolate drizzled popcorn?? They were mouthgasmic.,Thu Oct 19 11:42:27 +0000 2017
Tesco_2667639,Tesco,Good morning team. My app appears to show I've been charged 3 times for the same transaction at this week. Can you advise on how best to sort this one please? Got a hectic working week starting tomorrow so if you can help fix this today that's be ace! Help?,"We also need the long card number which was used however please don't give to us over Twitter. Can you please DM your full name, address, postcode along with your telephone number and a suitable time to call you? Thanks, Jessica. 2/2",Good morning team. My app appears to show I've been charged 3 times for the same transaction at this week. Can you advise on how best to sort this one please? Got a hectic working week starting tomorrow so if you can help fix this today that's be ace! Help?,Sun Nov 19 09:52:47 +0000 2017
Tesco_1736837,Tesco,usually because the are close to the use by date this was past it,"Hi John, I'm very sorry to see this item has passed its use by date. I have reported this to store. Can you please DM me some details? 1/2","I know it's reduced but past it's use by date ?
Why else would it be reduced?
usually because the are close to the use by date this was past it",Tue Nov 07 09:34:51 +0000 2017
Tesco_2614549,Tesco,I bought this one a few weeks ago and have yet to open it.,"Hi Steph, we're glad that you like it :-) Allyn","also, if you're a notebook hoarder like me, I tell you, is killing it right now, cute pads for 2018 and cheap #yesplease
I bought this one a few weeks ago and have yet to open it.",Fri Nov 17 13:14:27 +0000 2017
Tesco_1188171,Tesco,Thank you but this message contradicts that?,"Hi Gemma, thank you for getting back to us, I am going to have to look into this and get back to you. TY - Chris","Can't find t's & c's online, is there a limit to number bottles of wine can order with 25% off offer? Need to stock up for Wedding!
Just remember that the wines must be 75cl and at least £4.35 in price. Please remember all wines are subject to availabilty. TY - Murray 2/2
Thank you but this message contradicts that?",Wed Oct 25 00:19:01 +0000 2017
Tesco_1751668,Tesco,Not good enough #DamagedBox,"Hi Chris, I'm really sorry to see this. I've responded to your DM to follow up on this for you. Best wishes. Mike.",Not good enough #DamagedBox,Tue Nov 07 18:16:55 +0000 2017
Tesco_22000,Tesco,disappointed with this salad brown lettuce n not one full piece of chicken glad I didn’t wait until best befor date to open it!,"Are you ok with me passing your details onto our suppliers? Also would you prefer to be refunded via post or via email? Thanks, Calum 4/4",disappointed with this salad brown lettuce n not one full piece of chicken glad I didn’t wait until best befor date to open it!,Wed Nov 01 08:07:29 +0000 2017
Tesco_679147,Tesco,"when you’re super excited for a treat, get home and see fluff in your tart :(","Please let our colleagues know if you would like a response from head office. Please could you DM us with your name, address, the store you visited and product barcode for our records? - Allyn 2/2","when you’re super excited for a treat, get home and see fluff in your tart :(",Thu Nov 23 07:28:57 +0000 2017
